Keep,Order,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,sample,details
No,,GO:0034645,cellular macromolecule biosynthetic process,635,0.508926155,2.275255494,1.00E-10,1.00E-10,3.65E-08,794,"tags=31%, list=14%, signal=30%",YKL056C/YPL118W/YPR100W/YFR032C-A/YBL087C/YDL130W/YKR059W/YPL005W/YHR203C/YMR230W/YNR036C/YML063W/YDR500C/YGL129C/YMR286W/YNL177C/YNR037C/YDR385W/YDR347W/YML129C/YOR150W/YLR344W/YLR204W/YKL170W/YPR166C/YPL183W-A/YDL224C/YDR471W/YPL013C/YOR293W/YOL039W/YBR181C/YLR249W/YOR182C/YIL069C/YDR237W/YOR167C/YAL003W/YOR302W/YOR234C/YDR296W/YLL045C/YJR094W-A/YHR147C/YGR027C/YNL081C/YIL133C/YNR045W/YHR091C/YHL033C/YDL045W-A/YGR102C/YPL096C-A/YBR118W/YDR337W/YNL185C/YPL097W/YDL069C/YGL147C/YER131W/YLR048W/YJR097W/YJR113C/YKL138C/YLR139C/YOL121C/YDR447C/YLR388W/YGR220C/YMR116C/YPR080W/YJL063C/YLR264W/YMR143W/YJR145C/YNL302C/YBL027W/YKL156W/YPR043W/YGL123W/YDR025W/YDL136W/YKR057W/YDL191W/YLR459W/YER117W/YOR187W/YNL284C/YOL033W/YMR188C/YFR031C-A/YGL068W/YBL038W/YMR064W/YLR325C/YKL003C/YML014W/YJL062W-A/YMR024W/YGR118W/YCL037C/YHR168W/YHR011W/YDR175C/YNL073W/YCR024C/YGR222W/YJR101W/YPL104W/YOR091W/YLR342W/YDL082W/YHL004W/YER056C-A/YGR169C-A/YER007C-A/YER050C/YIL051C/YBR070C/YDR405W/YCR031C/YJL177W/YJL189W/YER074W/YDR012W/YMR282C/YBR251W/YML025C/YDL134C/YGL107C/YMR084W/YLR406C/YLR312W-A/YDL202W/YPL215W/YJL190C/YER087W/YEL050C/YLR448W/YDR462W/YDR152W/YDL044C/YNL096C/YLR143W/YOR051C/YER153C/YDL229W/YLR289W/YGR076C/YLR185W/YDR245W/YHR038W/YBR282W/YPR159W/YIL110W/YMR146C/YEL054C/YOR158W/YDR432W/YDR268W/YKR085C/YGR214W/YLR172C/YDR496C/YOR001W/YNL040W/YGR171C/YLR069C/YMR149W/YNL232W/YNR007C/YPL040C/YDR429C/YJL096W/YDR064W/YDR126W/YBR004C/YDR350C/YOL110W/YMR158W/YGR054W/YBR185C/YMR257C/YKL081W/YDR331W/YDR374C/YPL048W/YDR036C/YPL031C/YBR162W-A/YDR041W/YMR159C/YBR048W/YML026C/YAL005C/YGL143C/YNL197C/YOL045W,1740,Revigo compressed
No,,GO:0033108,mitochondrial respiratory chain complex assembly,44,0.663139995,2.087383161,4.86E-06,4.86E-06,0.001595631,705,"tags=57%, list=12%, signal=50%",YML129C/YGR062C/YDL069C/YDR529C/YPL189C-A/YLL018C-A/YLL009C/YJL062W-A/YBR044C/YGR112W/YER058W/YDR079W/YBL059C-A/YNR018W/YDR493W/YPL215W/YDR511W/YML030W/YER153C/YEL059C-A/YOL071W/YDR375C/YJL003W/YER154W/YMR257C,1740,Manually compressed, strain specific
Yes,2,GO:0000959,mitochondrial RNA metabolic process,39,0.675692832,2.104933652,1.10E-05,1.10E-05,0.003282196,644,"tags=44%, list=11%, signal=39%",YDR065W/YHR091C/YPL097W/YPR134W/YJL023C/YGR150C/YOL033W/YDL033C/YLR091W/YHR011W/YNL073W/YCR024C/YGR222W/YPL104W/YDR268W/YOL093W/YPL040C,1740,
No,,GO:0006414,translational elongation,40,0.660374001,2.063738393,1.61E-05,1.61E-05,0.004397018,730,"tags=45%, list=13%, signal=39%",YDL130W/YDR385W/YOL039W/YLR249W/YAL003W/YBR118W/YJR097W/YMR116C/YPR080W/YOR187W/YML014W/YGR169C-A/YLR143W/YDL229W/YLR172C/YLR069C/YKL081W/YPL048W,1740,Revigo compressed
Yes,11,GO:0051640,organelle localization,206,-0.397764693,-1.676384536,3.56E-05,3.56E-05,0.008983459,1411,"tags=38%, list=25%, signal=30%",YBL091C-A/YER006W/YIR026C/YML064C/YOR195W/YIL144W/YOR326W/YDR409W/YAR002W/YHR005C/YGR285C/YDR323C/YKR095W/YCR067C/YPR181C/YJL085W/YPR131C/YGL092W/YLR396C/YGR245C/YLL001W/YKL179C/YGL093W/YMR211W/YDL029W/YOR185C/YDL017W/YPR141C/YER125W/YBR102C/YFL038C/YFR051C/YFR002W/YPL169C/YOL069W/YFR001W/YIL115C/YDR179W-A/YIR003W/YIL149C/YKL009W/YAL010C/YIL068C/YLR148W/YPL200W/YML085C/YHR194W/YGR218W/YAL029C/YER036C/YMR235C/YOL009C/YOL076W/YJR042W/YJL019W/YCL029C/YMR275C/YPL269W/YIL062C/YCR047C/YPL174C/YGL233W/YGL135W/YIL148W/YEL019C/YPL220W/YFL005W/YER018C/YHR088W/YJL010C/YBR230C/YLL034C/YKL089W/YJL061W/YPL239W/YOR036W/YOR147W/YGR231C/YGR132C,1740,
No,,GO:0017004,cytochrome complex assembly,38,0.662962604,2.055199903,3.95E-05,3.95E-05,0.009270103,705,"tags=58%, list=12%, signal=51%",YML129C/YGR062C/YDL069C/YDR529C/YPL189C-A/YLL018C-A/YLL009C/YJL062W-A/YOR037W/YGR112W/YER058W/YDR079W/YNR018W/YDR493W/YPL215W/YML030W/YER153C/YDR375C/YJL003W/YER154W/YAL039C/YMR257C,1740,Revigo compressed
Yes,4,GO:0015980,energy derivation by oxidation of organic compounds,151,0.441035283,1.705143576,8.65E-05,8.65E-05,0.018935232,1179,"tags=33%, list=21%, signal=27%",YER177W/YEL024W/YMR256C/YJL166W/YBL021C/YPL172C/YOR136W/YDR099W/YPR191W/YDR529C/YLR139C/YHR051W/YDR298C/YOR065W/YDL067C/YNL037C/YGL107C/YNR032W/YDR148C/YPL132W/YPL262W/YOR355W/YOL071W/YGL237C/YLR256W/YCR005C/YDR031W/YNL052W/YLR304C/YDL078C/YPL031C/YMR081C/YOL045W/YOR142W/YML120C/YMR145C/YGL018C/YER065C/YJL209W/YGL134W/YGL187C/YKL148C/YMR311C/YBR026C/YJR048W/YMR002W/YKL109W/YNR074C/YJL116C/YBL045C,1740,
No,,GO:0045333,cellular respiration,101,0.479247328,1.757338801,0.000147917,0.000147917,0.030342353,1179,"tags=42%, list=21%, signal=33%",YEL024W/YMR256C/YJL166W/YBL021C/YPL172C/YOR136W/YPR191W/YDR529C/YLR139C/YHR051W/YDR298C/YOR065W/YDL067C/YNL037C/YGL107C/YDR148C/YPL132W/YPL262W/YOR355W/YOL071W/YGL237C/YLR256W/YCR005C/YDR031W/YNL052W/YLR304C/YDL078C/YMR081C/YOR142W/YML120C/YGL018C/YER065C/YJL209W/YGL187C/YKL148C/YBR026C/YJR048W/YMR002W/YKL109W/YNR074C/YJL116C/YBL045C,1740,Revigo compressed
No,,GO:0070127,tRNA aminoacylation for mitochondrial protein translation,12,0.820300315,1.964345642,0.000245059,0.000245059,0.04731226,644,"tags=75%, list=11%, signal=67%",YHR091C/YPL097W/YOL033W/YHR011W/YNL073W/YCR024C/YPL104W/YDR268W/YPL040C,1740,Revigo compressed
No,,GO:0009060,aerobic respiration,85,0.491260516,1.762659967,0.000302991,0.000302991,0.053993516,1179,"tags=44%, list=21%, signal=35%",YEL024W/YMR256C/YJL166W/YOR136W/YPR191W/YDR529C/YLR139C/YHR051W/YDR298C/YOR065W/YDL067C/YNL037C/YGL107C/YDR148C/YPL132W/YPL262W/YOR355W/YOL071W/YCR005C/YDR031W/YNL052W/YLR304C/YDL078C/YMR081C/YOR142W/YML120C/YGL018C/YER065C/YJL209W/YGL187C/YKL148C/YBR026C/YJR048W/YMR002W/YNR074C/YJL116C/YBL045C,1740,Revigo compressed
No,,GO:0042255,ribosome assembly,71,0.526222183,1.83011547,0.000332944,0.000332944,0.053993516,557,"tags=35%, list=10%, signal=32%",YMR230W/YKR081C/YNL177C/YNR037C/YOL080C/YOR293W/YDR237W/YOR167C/YGL064C/YNL185C/YER131W/YLR048W/YJR113C/YOL121C/YDR447C/YLR264W/YNL302C/YKL156W/YDR025W/YCR031C/YLR448W/YFL002C/YIL110W/YEL054C/YGR214W,1740,Revigo compressed
No,,GO:0097064,ncRNA export from nucleus,32,0.647141798,1.9419788,0.000337704,0.000337704,0.053993516,218,"tags=34%, list=4%, signal=33%",YMR230W/YOR293W/YOR167C/YBR118W/YER131W/YLR048W/YOL121C/YPR080W/YLR264W/YNL302C/YGL123W,1740,Manually compressed, strain specific
Yes,10,GO:0090305,nucleic acid phosphodiester bond hydrolysis,213,-0.371378848,-1.570950857,0.000369392,0.000369392,0.053993516,998,"tags=31%, list=18%, signal=27%",YOR033C/YDL017W/YJL208C/YML091C/YER171W/YAL021C/YDR449C/YOL115W/YBL004W/YOR310C/YGR276C/YDR293C/YBR278W/YDR014W/YOR163W/YFR001W/YGL094C/YOR048C/YIR015W/YDL165W/YMR234W/YMR239C/YNL282W/YJL069C/YLR129W/YAL015C/YGR258C/YPL138C/YAR008W/YDL102W/YHR069C/YPL194W/YGL171W/YMR285C/YCL059C/YPL083C/YLR329W/YBR247C/YNL222W/YKL025C/YOL010W/YLR186W/YCR047C/YFR031C/YNL308C/YFL009W/YLR277C/YIL143C/YNR052C/YAL043C/YMR133W/YPR112C/YLL035W/YDL208W/YPR137W/YER082C/YDR280W/YJR006W/YJL010C/YGR095C/YER127W/YAL033W/YDL153C/YJR141W/YDR478W/YGR195W/YHR164C,1740,
No,,GO:0000001,mitochondrion inheritance,24,-0.683878213,-1.982471398,0.000375111,0.000375111,0.053993516,633,"tags=33%, list=11%, signal=30%",YHR194W/YOL009C/YOL076W/YMR275C/YIL062C/YOR147W/YGR231C/YGR132C,1740,Revigo compressed
Yes,13,GO:0090501,RNA phosphodiester bond hydrolysis,137,-0.416515933,-1.664655314,0.000401357,0.000401357,0.053993516,986,"tags=36%, list=17%, signal=30%",YJL208C/YML091C/YAL021C/YDR449C/YBL004W/YOR310C/YGR276C/YDR293C/YOR163W/YFR001W/YGL094C/YOR048C/YIR015W/YMR234W/YMR239C/YNL282W/YJL069C/YLR129W/YAR008W/YHR069C/YGL171W/YMR285C/YCL059C/YPL083C/YBR247C/YNL222W/YKL025C/YOL010W/YLR186W/YCR047C/YNL308C/YFL009W/YLR277C/YNR052C/YAL043C/YPR112C/YLL035W/YDL208W/YPR137W/YER082C/YDR280W/YJL010C/YGR095C/YER127W/YAL033W/YDL153C/YJR141W/YDR478W/YGR195W,1740,
No,,GO:0062125,regulation of mitochondrial gene expression,17,0.751298356,1.970374709,0.000411272,0.000411272,0.053993516,705,"tags=59%, list=12%, signal=52%",YML129C/YNR045W/YDL069C/YJL062W-A/YGR222W/YPL215W/YER153C/YDR350C/YBR185C/YMR257C,1740,Manually compressed, strain specific
No,,GO:0070129,regulation of mitochondrial translation,17,0.751298356,1.970374709,0.000411272,0.000411272,0.053993516,705,"tags=59%, list=12%, signal=52%",YML129C/YNR045W/YDL069C/YJL062W-A/YGR222W/YPL215W/YER153C/YDR350C/YBR185C/YMR257C,1740,Manually compressed, strain specific
No,,GO:0000028,ribosomal small subunit assembly,26,0.681644245,1.954421763,0.000433003,0.000433003,0.054660009,360,"tags=50%, list=6%, signal=47%",YMR230W/YNR037C/YOR293W/YOR167C/YLR048W/YJR113C/YOL121C/YDR447C/YLR264W/YNL302C/YKL156W/YDR025W/YCR031C,1740,Revigo compressed
No,,GO:0051646,mitochondrion localization,31,-0.633210601,-1.910266376,0.000481786,0.000481786,0.058565685,1083,"tags=42%, list=19%, signal=34%",YLL001W/YMR211W/YDL029W/YIR003W/YAL010C/YHR194W/YOL009C/YOL076W/YMR275C/YIL062C/YOR147W/YGR231C/YGR132C,1740,Manually compressed, strain specific
No,,GO:0009201,ribonucleoside triphosphate biosynthetic process,29,0.649242023,1.890410293,0.000578762,0.000578762,0.067841319,1152,"tags=52%, list=20%, signal=41%",YPL078C/YDL004W/YDR377W/YDR322C-A/YLR295C/YDR298C/YOR065W/YPL271W/YHR216W/YML081C-A/YGL187C/YLR432W/YJL130C/YBR039W/YJL116C,1740,Revigo compressed
No,,GO:0048311,mitochondrion distribution,26,-0.659330266,-1.924060798,0.000674519,0.000674519,0.076339428,633,"tags=31%, list=11%, signal=27%",YHR194W/YOL009C/YOL076W/YMR275C/YIL062C/YOR147W/YGR231C/YGR132C,1740,Revigo compressed
No,,GO:0022900,electron transport chain,51,0.563730663,1.830627983,0.000733803,0.000733803,0.079829273,1458,"tags=53%, list=26%, signal=40%",YEL024W/YMR256C/YJL166W/YPR191W/YDR529C/YLR364W/YHR051W/YOR065W/YDL067C/YDL010W/YOL071W/YPL252C/YNL052W/YML120C/YGL187C/YKL148C/YDR098C/YJR048W/YNR074C/YBL045C/YBR014C/YKL141W/YFR033C/YHR042W/YNL111C/YEL039C/YPR021C,1740,Revigo compressed
No,,GO:0019646,aerobic electron transport chain,28,0.646269753,1.863283625,0.000782093,0.000782093,0.079829273,1320,"tags=61%, list=23%, signal=47%",YEL024W/YMR256C/YJL166W/YPR191W/YDR529C/YHR051W/YOR065W/YDL067C/YOL071W/YNL052W/YML120C/YGL187C/YKL148C/YJR048W/YNR074C/YKL141W/YFR033C,1740,Revigo compressed
No,,GO:0006754,ATP biosynthetic process,19,0.707387893,1.909358478,0.000802645,0.000802645,0.079829273,267,"tags=37%, list=5%, signal=35%",YPL078C/YDL004W/YDR377W/YDR322C-A/YLR295C/YDR298C/YOR065W,1740,Revigo compressed
No,,GO:0015986,proton motive force-driven ATP synthesis,19,0.707387893,1.909358478,0.000802645,0.000802645,0.079829273,267,"tags=37%, list=5%, signal=35%",YPL078C/YDL004W/YDR377W/YDR322C-A/YLR295C/YDR298C/YOR065W,1740,Revigo compressed
No,,GO:0042773,ATP synthesis coupled electron transport,28,0.64223336,1.851646155,0.000904517,0.000904517,0.08482054,971,"tags=46%, list=17%, signal=39%",YEL024W/YMR256C/YJL166W/YPR191W/YDR529C/YHR051W/YOR065W/YDL067C/YOL071W/YNL052W/YML120C/YGL187C/YKL148C,1740,Revigo compressed
No,,GO:0042775,mitochondrial ATP synthesis coupled electron transport,28,0.64223336,1.851646155,0.000904517,0.000904517,0.08482054,971,"tags=46%, list=17%, signal=39%",YEL024W/YMR256C/YJL166W/YPR191W/YDR529C/YHR051W/YOR065W/YDL067C/YOL071W/YNL052W/YML120C/YGL187C/YKL148C,1740,Revigo compressed
No,,GO:0000002,mitochondrial genome maintenance,48,0.553579987,1.780905783,0.001021354,0.001021354,0.092449899,914,"tags=35%, list=16%, signal=30%",YPR100W/YDR065W/YNL213C/YDR296W/YGR150C/YLR091W/YBR163W/YOR330C/YDL059C/YHR120W/YLL006W/YGR144W/YLR304C/YJR144W/YPL029W/YBL022C/YOL095C,1740,Revigo compressed
No,,GO:0022904,respiratory electron transport chain,32,0.619205654,1.858146478,0.001042211,0.001042211,0.092449899,1458,"tags=59%, list=26%, signal=44%",YEL024W/YMR256C/YJL166W/YPR191W/YDR529C/YHR051W/YOR065W/YDL067C/YOL071W/YNL052W/YML120C/YGL187C/YKL148C/YJR048W/YNR074C/YKL141W/YFR033C/YEL039C/YPR021C,1740,Revigo compressed
No,,GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",32,-0.610498295,-1.8576404,0.001103751,0.001103751,0.095332255,1242,"tags=59%, list=22%, signal=47%",YHR169W/YPL217C/YDL148C/YDR449C/YBL004W/YOR310C/YFR001W/YJL069C/YLR129W/YGL171W/YOL010W/YLR186W/YFL009W/YPR112C/YPR137W/YER082C/YJL010C/YER127W/YDL153C,1740,Revigo compressed
No,,GO:0043069,negative regulation of programmed cell death,7,0.865912525,1.81143237,0.001181542,0.001181542,0.099434469,149,"tags=29%, list=3%, signal=28%",YER177W/YDR099W,1740,Revigo compressed
No,,GO:0009145,purine nucleoside triphosphate biosynthetic process,23,0.674477971,1.868266441,0.001275321,0.001275321,0.102091159,1152,"tags=61%, list=20%, signal=49%",YPL078C/YDL004W/YDR377W/YDR322C-A/YLR295C/YDR298C/YOR065W/YPL271W/YHR216W/YML081C-A/YGL187C/YLR432W/YBR039W/YJL116C,1740,Revigo compressed
No,,GO:0009206,purine ribonucleoside triphosphate biosynthetic process,23,0.674477971,1.868266441,0.001275321,0.001275321,0.102091159,1152,"tags=61%, list=20%, signal=49%",YPL078C/YDL004W/YDR377W/YDR322C-A/YLR295C/YDR298C/YOR065W/YPL271W/YHR216W/YML081C-A/YGL187C/YLR432W/YBR039W/YJL116C,1740,Revigo compressed
No,,GO:0006119,oxidative phosphorylation,34,0.605186898,1.843728568,0.001563857,0.001563857,0.122208189,1320,"tags=56%, list=23%, signal=43%",YEL024W/YMR256C/YJL166W/YPR191W/YDR529C/YHR051W/YDR298C/YOR065W/YDL067C/YOL071W/YNL052W/YML120C/YGL187C/YKL148C/YJR048W/YNR074C/YJL116C/YKL141W/YFR033C,1740,Revigo compressed
No,,GO:0006407,rRNA export from nucleus,15,0.735301587,1.884858656,0.001747541,0.001747541,0.130354869,218,"tags=60%, list=4%, signal=58%",YMR230W/YOR293W/YOR167C/YER131W/YLR048W/YOL121C/YLR264W/YNL302C/YGL123W,1740,Revigo compressed
No,,GO:0051029,rRNA transport,15,0.735301587,1.884858656,0.001747541,0.001747541,0.130354869,218,"tags=60%, list=4%, signal=58%",YMR230W/YOR293W/YOR167C/YER131W/YLR048W/YOL121C/YLR264W/YNL302C/YGL123W,1740,Revigo compressed
No,,GO:0060548,negative regulation of cell death,8,0.85097315,1.834020155,0.001879165,0.001879165,0.136659391,149,"tags=25%, list=3%, signal=24%",YER177W/YDR099W,1740,Revigo compressed
No,,GO:0008535,respiratory chain complex IV assembly,26,0.644594251,1.848191402,0.001956973,0.001956973,0.136659391,705,"tags=58%, list=12%, signal=51%",YML129C/YGR062C/YPL189C-A/YLL018C-A/YLL009C/YJL062W-A/YGR112W/YER058W/YDR079W/YNR018W/YML030W/YER153C/YJL003W/YER154W/YMR257C,1740,Revigo compressed
No,,GO:0033617,mitochondrial cytochrome c oxidase assembly,26,0.644594251,1.848191402,0.001956973,0.001956973,0.136659391,705,"tags=58%, list=12%, signal=51%",YML129C/YGR062C/YPL189C-A/YLL018C-A/YLL009C/YJL062W-A/YGR112W/YER058W/YDR079W/YNR018W/YML030W/YER153C/YJL003W/YER154W/YMR257C,1740,Revigo compressed
No,,GO:0045861,negative regulation of proteolysis,13,-0.744451706,-1.877927214,0.002049545,0.002049545,0.140142108,400,"tags=38%, list=7%, signal=36%",YIR025W/YDL139C/YMR174C/YGR231C/YGR132C,1740,Revigo compressed
No,,GO:0048308,organelle inheritance,56,-0.510657909,-1.784230876,0.00223154,0.00223154,0.149472464,633,"tags=25%, list=11%, signal=22%",YHR194W/YBR097W/YAL029C/YOL009C/YOL076W/YML097C/YMR275C/YIL062C/YBR130C/YFL039C/YOR036W/YOR147W/YGR231C/YGR132C,1740,Manually compressed, strain specific
No,,GO:0090174,organelle membrane fusion,49,-0.525756232,-1.761736093,0.002341641,0.002341641,0.153710261,711,"tags=27%, list=13%, signal=23%",YIL068C/YLR148W/YAL030W/YOR327C/YGR009C/YLR268W/YOR075W/YFL005W/YKL006C-A/YGL098W/YPL192C/YIL004C/YOR036W,1740,Manually compressed, strain specific
No,,GO:1900153,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",4,0.939030408,1.699315536,0.002443211,0.002443211,0.157232836,192,"tags=50%, list=3%, signal=48%",YOR167C/YLR264W,1740,Revigo compressed
No,,GO:0071824,protein-DNA complex subunit organization,157,-0.368070854,-1.484948772,0.002508227,0.002508227,0.158312817,830,"tags=26%, list=15%, signal=23%",YAL034W-A/YKR008W/YBR198C/YFR037C/YPL235W/YJL025W/YML074C/YLR449W/YDR254W/YLR376C/YCR052W/YGR186W/YEL032W/YDR328C/YCR042C/YMR172W/YOL051W/YNL236W/YLR274W/YDL139C/YKL108W/YDR485C/YIL126W/YIR023W/YIL143C/YGR005C/YDL005C/YMR094W/YMR033W/YLR103C/YAL011W/YML069W/YOR194C/YGL025C/YHR197W/YKL089W/YNL248C/YHR085W/YMR005W/YHR079C-A/YJL081C,1740,Revigo compressed
No,,GO:0032508,DNA duplex unwinding,49,-0.519129508,-1.739530859,0.002866855,0.002866855,0.177534355,584,"tags=22%, list=10%, signal=20%",YLR430W/YEL032W/YLR274W/YIL126W/YIL143C/YCR066W/YAR007C/YML133C/YNL312W/YJL081C/YHR164C,1740,Manually compressed, strain specific
No,,GO:0000076,DNA replication checkpoint signaling,16,-0.703736843,-1.854150012,0.002942872,0.002942872,0.178866953,1110,"tags=62%, list=20%, signal=50%",YML065W/YER133W/YDL017W/YAL021C/YER173W/YNL273W/YCL061C/YPL194W/YKL108W/YJR068W,1740,Revigo compressed
No,,GO:0000963,mitochondrial RNA processing,22,0.642990334,1.767117897,0.003142104,0.003142104,0.186869819,307,"tags=32%, list=5%, signal=30%",YDR065W/YPR134W/YJL023C/YGR150C/YDL033C/YLR091W/YGR222W,1740,Revigo compressed
No,,GO:0006091,generation of precursor metabolites and energy,208,0.36821572,1.48202406,0.003190657,0.003190657,0.186869819,1179,"tags=30%, list=21%, signal=24%",YER177W/YEL024W/YMR256C/YJL166W/YBL021C/YPL172C/YOR136W/YDR099W/YPR191W/YDR529C/YLR364W/YLR139C/YHR051W/YDR298C/YOR065W/YDL067C/YNL037C/YGL107C/YOL056W/YNR032W/YDL010W/YOR347C/YDR148C/YPL132W/YPL262W/YOR355W/YOL071W/YOR374W/YPL252C/YHR163W/YGL237C/YLR256W/YCR005C/YDR031W/YNL052W/YLR304C/YDL078C/YPL031C/YMR081C/YOL045W/YOR142W/YLR354C/YML120C/YMR145C/YGL018C/YER065C/YJL209W/YDL021W/YMR315W/YGL134W/YGL187C/YKL148C/YDR098C/YMR311C/YBR026C/YJR048W/YMR002W/YKL109W/YNR074C/YJL116C/YPR074C/YBL045C,1740,Manually compressed, strain specific
No,,GO:0061025,membrane fusion,58,-0.477539293,-1.685647853,0.00324535,0.00324535,0.186869819,711,"tags=24%, list=13%, signal=21%",YIL068C/YLR148W/YBR040W/YAL030W/YOR327C/YGR009C/YLR268W/YOR075W/YFL005W/YKL006C-A/YGL098W/YPL192C/YIL004C/YOR036W,1740,Revigo compressed
No,,GO:0000967,rRNA 5'-end processing,34,-0.555935865,-1.715813482,0.003681202,0.003681202,0.204781219,1242,"tags=53%, list=22%, signal=42%",YHR169W/YPL217C/YDL148C/YDR449C/YBL004W/YOR310C/YFR001W/YJL069C/YLR129W/YGL171W/YOL010W/YLR186W/YFL009W/YPR112C/YPR137W/YER082C/YJL010C/YDL153C,1740,Revigo compressed
No,,GO:0034471,ncRNA 5'-end processing,34,-0.555935865,-1.715813482,0.003681202,0.003681202,0.204781219,1242,"tags=53%, list=22%, signal=42%",YHR169W/YPL217C/YDL148C/YDR449C/YBL004W/YOR310C/YFR001W/YJL069C/YLR129W/YGL171W/YOL010W/YLR186W/YFL009W/YPR112C/YPR137W/YER082C/YJL010C/YDL153C,1740,Revigo compressed
No,,GO:0043144,sno(s)RNA processing,44,-0.529661429,-1.735995064,0.003840618,0.003840618,0.210088529,1260,"tags=45%, list=22%, signal=36%",YGR030C/YHR081W/YDL014W/YLR323C/YOL115W/YGR280C/YBR279W/YOR048C/YIR015W/YMR239C/YNL282W/YDR195W/YHR069C/YLR430W/YLR277C/YDR280W/YKR002W/YGR095C/YAL033W/YGR195W,1740,Revigo compressed
No,,GO:0032392,DNA geometric change,50,-0.515272168,-1.735680282,0.00435497,0.00435497,0.234319177,584,"tags=22%, list=10%, signal=20%",YLR430W/YEL032W/YLR274W/YIL126W/YIL143C/YCR066W/YAR007C/YML133C/YNL312W/YJL081C/YHR164C,1740,Revigo compressed
No,,GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",11,0.760079456,1.769126107,0.004448582,0.004448582,0.235495401,267,"tags=45%, list=5%, signal=43%",YEL024W/YJL166W/YPR191W/YDR529C/YOR065W,1740,Revigo compressed
No,,GO:0042254,ribosome biogenesis,364,0.326328537,1.389103033,0.004573954,0.004573954,0.23828888,601,"tags=21%, list=11%, signal=20%",YDR159W/YMR230W/YML063W/YDR500C/YKR081C/YNL177C/YNR037C/YER002W/YLR344W/YDR378C/YOL080C/YPL183W-A/YOR293W/YBR181C/YNL207W/YIL069C/YDR237W/YOR167C/YOR234C/YGL064C/YLL045C/YNL147W/YHL033C/YOL022C/YGL078C/YNL185C/YER131W/YLR048W/YJR113C/YOL121C/YDR447C/YKL143W/YLR264W/YLR438C-A/YDR412W/YMR143W/YLR197W/YNL302C/YKL156W/YGL123W/YDR025W/YDL136W/YKR057W/YMR269W/YBL026W/YDL191W/YCR087C-A/YGR150C/YDR101C/YGR118W/YDR156W/YOL041C/YKL032C/YLR002C/YER056C-A/YKL186C/YER007C-A/YCR031C/YJL177W/YER074W/YGR251W/YDR398W/YDL202W/YLR448W/YOR201C/YFL002C/YGR081C/YNL096C/YDL229W/YLR185W/YIL110W/YEL054C/YDR432W/YGR214W/YAL059W/YLR074C/YDR496C/YOR001W,1740,Revigo compressed
No,,GO:0051444,negative regulation of ubiquitin-protein transferase activity,6,0.855409643,1.719351562,0.005092346,0.005092346,0.261150249,149,"tags=33%, list=3%, signal=32%",YER177W/YDR099W,1740,Revigo compressed
No,,GO:0009314,response to radiation,24,-0.612141353,-1.774515845,0.005197259,0.005197259,0.262430007,1576,"tags=50%, list=28%, signal=36%",YML095C/YMR201C/YER041W/YKL113C/YER095W/YER171W/YER125W/YPL194W/YHR134W/YIL143C/YCR066W/YHR079C-A,1740,Revigo compressed
No,,GO:0065004,protein-DNA complex assembly,118,-0.385087128,-1.499202351,0.005325044,0.005325044,0.262903556,671,"tags=25%, list=12%, signal=23%",YJL025W/YML074C/YLR449W/YDR254W/YLR376C/YGR186W/YEL032W/YDR328C/YCR042C/YMR172W/YOL051W/YNL236W/YLR274W/YDL139C/YKL108W/YIR023W/YGR005C/YDL005C/YMR094W/YLR103C/YML069W/YOR194C/YGL025C/YHR197W/YKL089W/YNL248C/YHR085W/YMR005W/YHR079C-A/YJL081C,1740,Revigo compressed
No,,GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",33,-0.562312771,-1.723583591,0.005366841,0.005366841,0.262903556,1242,"tags=55%, list=22%, signal=43%",YHR169W/YPL217C/YDL148C/YDR449C/YBL004W/YOR310C/YFR001W/YJL069C/YLR129W/YGL171W/YOL010W/YLR186W/YFL009W/YPR112C/YPR137W/YER082C/YJL010C/YDL153C,1740,Revigo compressed
No,,GO:0016074,sno(s)RNA metabolic process,50,-0.507627302,-1.709928759,0.005586088,0.005586088,0.269619553,1260,"tags=42%, list=22%, signal=33%",YGR030C/YHR081W/YDL014W/YLR323C/YOL115W/YGR280C/YBR279W/YOR048C/YIR015W/YMR239C/YNL282W/YDR195W/YHR069C/YLR430W/YNL222W/YLR277C/YDR280W/YKR002W/YGR095C/YAL033W/YGR195W,1740,Revigo compressed
No,,GO:0043066,negative regulation of apoptotic process,5,0.88700638,1.701132699,0.005761834,0.005761834,0.272195214,149,"tags=40%, list=3%, signal=39%",YER177W/YDR099W,1740,Revigo compressed
No,,GO:0006906,vesicle fusion,45,-0.507822149,-1.68103677,0.005920602,0.005920602,0.272195214,711,"tags=27%, list=13%, signal=23%",YIL068C/YLR148W/YAL030W/YOR327C/YGR009C/YLR268W/YOR075W/YFL005W/YKL006C-A/YGL098W/YIL004C/YOR036W,1740,Revigo compressed
